Trans	Position
ENST00000703841.1	1364
ENST00000566718.6	1451
ENST00000545763.6	263
ENST00000570161.6	1384
ENST00000703840.1	1403
ENST00000566586.6	1415
ENST00000219905.13	1407
ENST00000703841.1	1407
ENST00000566718.6	1994
ENST00000545763.6	806
ENST00000570161.6	1927
ENST00000703840.1	1946
ENST00000566586.6	1958
ENST00000219905.13	1950
ENST00000703841.1	1950
ENST00000545763.6	5056
ENST00000570161.6	6079
ENST00000566586.6	5336
ENST00000219905.13	5955
ENST00000703841.1	6102
ENST00000703843.1	1920
ENST00000564190.1	1709
ENST00000566288.1	461
ENST00000545763.6	5551
ENST00000570161.6	6574
ENST00000566586.6	5831
ENST00000219905.13	6450
ENST00000703841.1	6597
ENST00000703843.1	2415
ENST00000564190.1	2204
ENST00000566288.1	956
ENST00000545763.6	5578
ENST00000570161.6	6601
ENST00000566586.6	5858
ENST00000219905.13	6477
ENST00000703841.1	6624
ENST00000703843.1	2442
ENST00000564190.1	2231
ENST00000566288.1	983
ENST00000566586.6	7734
ENST00000219905.13	8353
ENST00000703841.1	8500
ENST00000568255.2	1799
ENST00000682598.1	956
ENST00000566586.6	8000
ENST00000219905.13	8619
ENST00000703841.1	8766
ENST00000568255.2	2065
ENST00000682598.1	1222
ENST00000566586.6	8039
ENST00000219905.13	8658
ENST00000703841.1	8805
ENST00000568255.2	2104
ENST00000682598.1	1261
ENST00000566586.6	8088
ENST00000219905.13	8707
ENST00000703841.1	8854
ENST00000568255.2	2153
ENST00000682598.1	1310
ENST00000566586.6	8107
ENST00000219905.13	8726
ENST00000703841.1	8873
ENST00000568255.2	2172
ENST00000682598.1	1329
ENST00000566586.6	8311
ENST00000219905.13	8930
ENST00000703841.1	9077
ENST00000568255.2	2376
ENST00000682598.1	1533
ENST00000566586.6	8323
ENST00000219905.13	8942
ENST00000703841.1	9089
ENST00000568255.2	2388
ENST00000682598.1	1545
ENST00000566586.6	8361
ENST00000219905.13	8980
ENST00000703841.1	9127
ENST00000568255.2	2426
ENST00000682598.1	1583
ENST00000566586.6	8480
ENST00000219905.13	9099
ENST00000703841.1	9246
ENST00000568255.2	2545
ENST00000682598.1	1702
ENST00000566586.6	8508
ENST00000219905.13	9127
ENST00000703841.1	9274
ENST00000568255.2	2573
ENST00000682598.1	1730
ENST00000566586.6	8644
ENST00000219905.13	9263
ENST00000703841.1	9410
ENST00000568255.2	2709
ENST00000682598.1	1866
ENST00000566586.6	8655
ENST00000219905.13	9274
ENST00000703841.1	9421
ENST00000568255.2	2720
ENST00000682598.1	1877
ENST00000566586.6	8660
ENST00000219905.13	9279
ENST00000703841.1	9426
ENST00000568255.2	2725
ENST00000682598.1	1882
ENST00000566586.6	8670
ENST00000219905.13	9289
ENST00000703841.1	9436
ENST00000568255.2	2735
ENST00000682598.1	1892
ENST00000566586.6	8920
ENST00000219905.13	9539
ENST00000703841.1	9686
ENST00000568255.2	2985
ENST00000682598.1	2142
ENST00000566586.6	9198
ENST00000219905.13	9817
ENST00000703841.1	9964
ENST00000568255.2	3263
ENST00000682598.1	2420
ENST00000220325.9	5680
ENST00000220325.9	5754
ENST00000220325.9	5885
ENST00000318006.10	4225
ENST00000614932.1	1510
ENST00000562258.5	3553
ENST00000318006.10	4345
ENST00000614932.1	1630
ENST00000562258.5	3673
ENST00000318006.10	4412
ENST00000614932.1	1697
ENST00000562258.5	3740
ENST00000389834.9	1891
ENST00000448392.6	1760
ENST00000704760.1	1756
ENST00000704761.1	1756
ENST00000566014.2	1850
ENST00000389834.9	1921
ENST00000448392.6	1790
ENST00000704760.1	1786
ENST00000704761.1	1786
ENST00000566014.2	1880
ENST00000389834.9	1979
ENST00000448392.6	1848
ENST00000704760.1	1844
ENST00000704761.1	1844
ENST00000566014.2	1938
ENST00000263805.8	4223
ENST00000564754.7	4159
ENST00000565380.5	1738
ENST00000565500.5	1057
ENST00000565611.5	1761
ENST00000263805.8	4259
ENST00000564754.7	4195
ENST00000565380.5	1774
ENST00000565500.5	1093
ENST00000565611.5	1797
ENST00000263805.8	4329
ENST00000564754.7	4265
ENST00000565380.5	1844
ENST00000565500.5	1163
ENST00000565611.5	1867
ENST00000263805.8	4370
ENST00000564754.7	4306
ENST00000565380.5	1885
ENST00000565500.5	1204
ENST00000565611.5	1908
ENST00000263805.8	4400
ENST00000564754.7	4336
ENST00000565380.5	1915
ENST00000565500.5	1234
ENST00000565611.5	1938
ENST00000305641.7	5356
ENST00000567039.1	904
ENST00000305641.7	5380
ENST00000567039.1	928
ENST00000305641.7	5607
ENST00000567039.1	1155
ENST00000305641.7	5677
ENST00000567039.1	1225
ENST00000396976.6	4892
ENST00000684362.1	5352
ENST00000566849.5	2131
ENST00000562072.5	1642
ENST00000568898.5	686
ENST00000396976.6	4910
ENST00000684362.1	5370
ENST00000566849.5	2149
ENST00000562072.5	1660
ENST00000568898.5	704
ENST00000396976.6	5366
ENST00000684362.1	5826
ENST00000566849.5	2605
ENST00000562072.5	2116
ENST00000568898.5	1160
ENST00000396976.6	5373
ENST00000684362.1	5833
ENST00000566849.5	2612
ENST00000562072.5	2123
ENST00000568898.5	1167
ENST00000396976.6	1088
ENST00000684362.1	1551
ENST00000566849.5	1102
ENST00000562072.5	950
ENST00000570181.2	716
ENST00000396976.6	123
ENST00000684362.1	609
ENST00000566849.5	123
ENST00000562072.5	123
ENST00000568898.5	123
ENST00000382044.9	4430
ENST00000263801.7	4555
ENST00000411772.5	2190
ENST00000382039.7	4229
ENST00000450115.6	4401
ENST00000434561.1	67
ENST00000572085.5	4430
ENST00000382044.9	3378
ENST00000263801.7	3503
ENST00000411772.5	1138
ENST00000382039.7	3327
ENST00000450115.6	3349
ENST00000572085.5	3378
ENST00000382044.9	3465
ENST00000263801.7	3590
ENST00000411772.5	1225
ENST00000382039.7	3414
ENST00000450115.6	3436
ENST00000572085.5	3465
ENST00000382044.9	3488
ENST00000263801.7	3613
ENST00000411772.5	1248
ENST00000382039.7	3437
ENST00000450115.6	3459
ENST00000572085.5	3488
ENST00000382044.9	1934
ENST00000263801.7	2059
ENST00000411772.5	432
ENST00000382039.7	1883
ENST00000450115.6	1905
ENST00000572085.5	1934
ENST00000413546.1	1864
ENST00000300283.10	1725
ENST00000437534.3	2342
ENST00000441322.6	1525
ENST00000300283.10	1762
ENST00000437534.3	2379
ENST00000441322.6	1562
ENST00000434505.5	1762
ENST00000413453.7	1562
ENST00000687794.1	988
ENST00000686402.1	977
ENST00000686175.1	974
ENST00000687211.1	893
ENST00000684837.1	1279
ENST00000685864.1	957
ENST00000691274.1	954
ENST00000686929.1	809
ENST00000686314.1	945
ENST00000687665.1	944
ENST00000455250.2	706
ENST00000690371.1	944
ENST00000690274.1	944
ENST00000692341.1	944
ENST00000684793.1	944
ENST00000691893.1	944
ENST00000693281.1	814
ENST00000688652.1	944
ENST00000687167.1	944
ENST00000688851.1	944
ENST00000300289.10	944
ENST00000692484.1	1196
ENST00000689152.1	961
ENST00000687465.1	934
ENST00000434494.5	1104
ENST00000686227.1	898
ENST00000497349.2	295
ENST00000686374.1	255
ENST00000687794.1	1623
ENST00000686402.1	1613
ENST00000686175.1	1347
ENST00000687211.1	1533
ENST00000685864.1	1790
ENST00000691274.1	1536
ENST00000686314.1	1456
ENST00000690371.1	1346
ENST00000690274.1	2904
ENST00000692341.1	1470
ENST00000684793.1	1603
ENST00000691893.1	2108
ENST00000693281.1	1454
ENST00000688652.1	1535
ENST00000687167.1	2301
ENST00000688851.1	1605
ENST00000300289.10	1584
ENST00000692484.1	1836
ENST00000689152.1	1601
ENST00000687465.1	2494
ENST00000434494.5	1744
ENST00000686227.1	2141
ENST00000497349.2	1731
ENST00000687794.1	1672
ENST00000686402.1	1662
ENST00000686175.1	1396
ENST00000687211.1	1582
ENST00000685864.1	1839
ENST00000691274.1	1585
ENST00000686314.1	1505
ENST00000690371.1	1395
ENST00000690274.1	2953
ENST00000692341.1	1519
ENST00000684793.1	1652
ENST00000691893.1	2157
ENST00000693281.1	1503
ENST00000688652.1	1584
ENST00000687167.1	2350
ENST00000688851.1	1654
ENST00000300289.10	1633
ENST00000692484.1	1885
ENST00000689152.1	1650
ENST00000687465.1	2543
ENST00000434494.5	1793
ENST00000686227.1	2190
ENST00000497349.2	1780
ENST00000687794.1	1690
ENST00000686402.1	1680
ENST00000686175.1	1414
ENST00000687211.1	1600
ENST00000685864.1	1857
ENST00000691274.1	1603
ENST00000686314.1	1523
ENST00000690371.1	1413
ENST00000690274.1	2971
ENST00000692341.1	1537
ENST00000684793.1	1670
ENST00000691893.1	2175
ENST00000693281.1	1521
ENST00000688652.1	1602
ENST00000687167.1	2368
ENST00000688851.1	1672
ENST00000300289.10	1651
ENST00000692484.1	1903
ENST00000689152.1	1668
ENST00000687465.1	2561
ENST00000434494.5	1811
ENST00000686227.1	2208
ENST00000497349.2	1798
ENST00000687794.1	1713
ENST00000686402.1	1703
ENST00000686175.1	1437
ENST00000687211.1	1623
ENST00000685864.1	1880
ENST00000691274.1	1626
ENST00000686314.1	1546
ENST00000690371.1	1436
ENST00000690274.1	2994
ENST00000692341.1	1560
ENST00000684793.1	1693
ENST00000691893.1	2198
ENST00000693281.1	1544
ENST00000688652.1	1625
ENST00000687167.1	2391
ENST00000688851.1	1695
ENST00000300289.10	1674
ENST00000692484.1	1926
ENST00000689152.1	1691
ENST00000687465.1	2584
ENST00000434494.5	1834
ENST00000686227.1	2231
ENST00000497349.2	1821
ENST00000687794.1	1726
ENST00000686402.1	1716
ENST00000686175.1	1450
ENST00000687211.1	1636
ENST00000685864.1	1893
ENST00000691274.1	1639
ENST00000686314.1	1559
ENST00000690371.1	1449
ENST00000690274.1	3007
ENST00000692341.1	1573
ENST00000684793.1	1706
ENST00000691893.1	2211
ENST00000693281.1	1557
ENST00000688652.1	1638
ENST00000687167.1	2404
ENST00000688851.1	1708
ENST00000300289.10	1687
ENST00000692484.1	1939
ENST00000689152.1	1704
ENST00000687465.1	2597
ENST00000434494.5	1847
ENST00000686227.1	2244
ENST00000497349.2	1834
ENST00000687794.1	1732
ENST00000686402.1	1722
ENST00000686175.1	1456
ENST00000687211.1	1642
ENST00000685864.1	1899
ENST00000691274.1	1645
ENST00000686314.1	1565
ENST00000690371.1	1455
ENST00000690274.1	3013
ENST00000692341.1	1579
ENST00000684793.1	1712
ENST00000691893.1	2217
ENST00000693281.1	1563
ENST00000688652.1	1644
ENST00000687167.1	2410
ENST00000688851.1	1714
ENST00000300289.10	1693
ENST00000692484.1	1945
ENST00000689152.1	1710
ENST00000687465.1	2603
ENST00000434494.5	1853
ENST00000686227.1	2250
ENST00000497349.2	1840
ENST00000687794.1	1769
ENST00000686402.1	1759
ENST00000686175.1	1493
ENST00000687211.1	1679
ENST00000685864.1	1936
ENST00000691274.1	1682
ENST00000686314.1	1602
ENST00000690371.1	1492
ENST00000690274.1	3050
ENST00000692341.1	1616
ENST00000684793.1	1749
ENST00000691893.1	2254
ENST00000693281.1	1600
ENST00000688652.1	1681
ENST00000687167.1	2447
ENST00000688851.1	1751
ENST00000300289.10	1730
ENST00000692484.1	1982
ENST00000689152.1	1747
ENST00000687465.1	2640
ENST00000434494.5	1890
ENST00000686227.1	2287
ENST00000497349.2	1877
ENST00000381359.5	867
ENST00000630046.2	473
ENST00000381359.5	933
ENST00000630046.2	539
ENST00000249786.9	61
ENST00000486144.1	51
ENST00000409960.6	51
ENST00000409646.5	51
ENST00000445816.5	44
ENST00000339624.9	34
ENST00000409291.5	34
ENST00000409617.6	27
ENST00000448830.2	27
ENST00000475927.5	13
ENST00000402131.5	13
ENST00000403425.5	13
ENST00000430901.1	4
ENST00000475927.5	93
ENST00000402131.5	93
ENST00000403425.5	93
ENST00000430901.1	84
ENST00000381359.5	943
ENST00000630046.2	549
ENST00000249786.9	71
ENST00000486144.1	61
ENST00000409960.6	61
ENST00000409646.5	61
ENST00000445816.5	54
ENST00000339624.9	44
ENST00000409291.5	44
ENST00000409617.6	37
ENST00000448830.2	37
ENST00000475927.5	251
ENST00000402131.5	218
ENST00000403425.5	251
ENST00000430901.1	242
ENST00000409614.1	143
ENST00000381359.5	1048
ENST00000249786.9	176
ENST00000486144.1	792
ENST00000409960.6	300
ENST00000445816.5	159
ENST00000339624.9	172
ENST00000402131.5	323
ENST00000403425.5	356
ENST00000409614.1	248
ENST00000408865.1	54
ENST00000381359.5	1100
ENST00000249786.9	228
ENST00000486144.1	844
ENST00000409960.6	352
ENST00000445816.5	211
ENST00000339624.9	224
ENST00000402131.5	375
ENST00000403425.5	408
ENST00000409614.1	300
ENST00000409617.6	304
ENST00000448830.2	1680
ENST00000406925.7	4172
ENST00000498605.1	349
ENST00000442995.4	61
ENST00000458412.2	61
ENST00000497142.2	33
ENST00000409617.6	310
ENST00000448830.2	1686
ENST00000406925.7	4178
ENST00000498605.1	355
ENST00000442995.4	67
ENST00000458412.2	67
ENST00000497142.2	39
ENST00000409617.6	318
ENST00000448830.2	1694
ENST00000406925.7	4186
ENST00000498605.1	363
ENST00000442995.4	75
ENST00000458412.2	75
ENST00000497142.2	47
ENST00000409617.6	348
ENST00000448830.2	1724
ENST00000406925.7	4216
ENST00000498605.1	393
ENST00000442995.4	105
ENST00000458412.2	105
ENST00000497142.2	77
ENST00000409617.6	353
ENST00000448830.2	1729
ENST00000406925.7	4221
ENST00000498605.1	398
ENST00000442995.4	110
ENST00000458412.2	110
ENST00000497142.2	82
ENST00000409617.6	368
ENST00000448830.2	1744
ENST00000406925.7	4236
ENST00000498605.1	413
ENST00000442995.4	125
ENST00000458412.2	125
ENST00000497142.2	97
ENST00000409617.6	449
ENST00000448830.2	1825
ENST00000406925.7	4317
ENST00000498605.1	494
ENST00000442995.4	206
ENST00000267812.4	1696
ENST00000484386.1	492
ENST00000267812.4	1782
ENST00000484386.1	578
ENST00000267812.4	1805
ENST00000484386.1	601
ENST00000267812.4	1818
ENST00000484386.1	614
ENST00000267812.4	633
ENST00000267812.4	671
ENST00000618556.4	4622
ENST00000417257.6	4614
ENST00000458630.5	2191
ENST00000421674.5	2341
ENST00000636859.1	521
ENST00000618556.4	4654
ENST00000417257.6	4646
ENST00000458630.5	2223
ENST00000421674.5	2373
ENST00000636859.1	553
ENST00000260327.9	1532
ENST00000558966.5	1489
ENST00000558373.5	1160
ENST00000559738.1	244
ENST00000559175.1	1799
ENST00000260327.9	1578
ENST00000558966.5	1535
ENST00000558373.5	1206
ENST00000559738.1	290
ENST00000559175.1	1845
ENST00000260327.9	1613
ENST00000558966.5	1570
ENST00000558373.5	1241
ENST00000559738.1	325
ENST00000559175.1	1880
ENST00000260327.9	1623
ENST00000558966.5	1580
ENST00000558373.5	1251
ENST00000559738.1	335
ENST00000559175.1	1890
ENST00000260327.9	1629
ENST00000558966.5	1586
ENST00000558373.5	1257
ENST00000559738.1	341
ENST00000559175.1	1896
ENST00000260327.9	1635
ENST00000558966.5	1592
ENST00000558373.5	1263
ENST00000559738.1	347
ENST00000559175.1	1902
ENST00000424492.7	5
ENST00000424492.7	24
ENST00000261868.10	2
ENST00000424492.7	99
ENST00000261868.10	77
ENST00000535391.5	41
ENST00000424492.7	105
ENST00000261868.10	83
ENST00000535391.5	47
ENST00000424492.7	180
ENST00000261868.10	158
ENST00000535391.5	122
ENST00000261868.10	246
ENST00000535391.5	210
ENST00000558227.1	244
ENST00000424492.7	235
ENST00000261868.10	360
ENST00000535391.5	324
ENST00000558227.1	358
ENST00000558053.1	103
ENST00000424492.7	259
ENST00000261868.10	384
ENST00000535391.5	348
ENST00000558053.1	127
ENST00000424492.7	274
ENST00000261868.10	399
ENST00000535391.5	363
ENST00000558053.1	142
ENST00000424492.7	1077
ENST00000261868.10	1202
ENST00000558353.1	729
ENST00000424492.7	1198
ENST00000261868.10	1323
ENST00000558353.1	850
ENST00000424492.7	1298
ENST00000261868.10	1423
ENST00000424492.7	1346
ENST00000261868.10	1471
ENST00000424492.7	1383
ENST00000261868.10	1508
ENST00000424492.7	1406
ENST00000261868.10	1531
ENST00000684235.1	5390
ENST00000261866.12	5374
ENST00000559511.6	5359
ENST00000683753.1	4405
ENST00000683186.1	5200
ENST00000683734.1	5374
ENST00000684038.1	5208
ENST00000682065.1	5390
ENST00000682669.1	5189
ENST00000683496.1	5390
ENST00000682460.1	5313
ENST00000682495.1	5515
ENST00000535302.6	5387
ENST00000427534.6	5359
ENST00000561391.2	1587
ENST00000558319.5	5390
ENST00000559720.5	44
ENST00000561424.5	22
ENST00000559916.1	18
ENST00000349264.10	14
ENST00000648006.3	14
ENST00000557901.5	12
ENST00000695792.1	234
ENST00000559720.5	278
ENST00000561424.5	256
ENST00000559916.1	252
ENST00000349264.10	115
ENST00000648006.3	248
ENST00000557901.5	235
ENST00000559907.5	245
ENST00000560681.1	213
ENST00000561139.2	74
ENST00000695792.1	252
ENST00000559720.5	296
ENST00000561424.5	274
ENST00000559916.1	270
ENST00000349264.10	133
ENST00000648006.3	266
ENST00000557901.5	253
ENST00000559907.5	263
ENST00000560681.1	231
ENST00000561139.2	92
ENST00000695792.1	324
ENST00000559720.5	368
ENST00000561424.5	346
ENST00000559916.1	342
ENST00000349264.10	205
ENST00000648006.3	338
ENST00000557901.5	325
ENST00000559907.5	335
ENST00000560681.1	303
ENST00000561139.2	164
ENST00000560141.2	925
ENST00000714088.1	853
ENST00000560141.2	951
ENST00000714088.1	879
ENST00000674211.1	59
ENST00000674405.1	38
ENST00000558789.5	25
ENST00000559230.5	11
ENST00000267814.14	11
ENST00000674368.1	6
ENST00000674405.1	1742
ENST00000267814.14	1789
ENST00000674368.1	4439
ENST00000558574.2	4036
ENST00000674487.1	2002
ENST00000674405.1	1780
ENST00000267814.14	1827
ENST00000674368.1	4477
ENST00000558574.2	4074
ENST00000674487.1	2040
ENST00000674405.1	1934
ENST00000267814.14	1981
ENST00000674368.1	4631
ENST00000558574.2	4228
ENST00000674487.1	2194
ENST00000674405.1	1946
ENST00000267814.14	1993
ENST00000674368.1	4643
ENST00000558574.2	4240
ENST00000674487.1	2206
ENST00000674405.1	1973
ENST00000267814.14	2020
ENST00000674368.1	4670
ENST00000558574.2	4267
ENST00000674487.1	2233
ENST00000560540.5	1911
ENST00000690270.1	2064
ENST00000290894.12	2349
ENST00000560734.5	1580
ENST00000458022.6	1012
ENST00000558294.1	453
ENST00000324324.12	1581
ENST00000558289.5	145
ENST00000560530.5	645
ENST00000267836.10	1567
ENST00000560172.5	145
ENST00000620867.4	360
ENST00000559057.1	276
ENST00000558395.1	741
ENST00000560513.1	615
ENST00000324324.12	1416
ENST00000530028.3	318
ENST00000560490.1	250
ENST00000530028.3	354
ENST00000560490.1	286
ENST00000530028.3	455
ENST00000560490.1	387
ENST00000530028.3	463
ENST00000560490.1	395
ENST00000530028.3	503
ENST00000560490.1	435
ENST00000530028.3	566
ENST00000560490.1	498
ENST00000530028.3	574
ENST00000560490.1	506
ENST00000530028.3	633
ENST00000560490.1	565
ENST00000530028.3	648
ENST00000560490.1	580
ENST00000530028.3	704
ENST00000530028.3	709
ENST00000530028.3	740
ENST00000530028.3	750
ENST00000530028.3	756
ENST00000530028.3	814
ENST00000530028.3	847
ENST00000530028.3	862
ENST00000530028.3	956
ENST00000530028.3	962
ENST00000530028.3	966
ENST00000530028.3	1029
ENST00000530028.3	1053
ENST00000530028.3	1070
ENST00000530028.3	1430
ENST00000530028.3	1435
ENST00000530028.3	1446
ENST00000530028.3	1457
ENST00000530028.3	1473
ENST00000530028.3	1518
ENST00000530028.3	1527
ENST00000530028.3	1559
ENST00000559471.6	6442
ENST00000261847.7	6162
ENST00000388901.10	6161
ENST00000299259.10	1621
ENST00000542928.5	1165
ENST00000388901.10	6317
ENST00000299259.10	1777
ENST00000542928.5	1321
ENST00000388901.10	6335
ENST00000299259.10	1795
ENST00000542928.5	1339
ENST00000388901.10	6448
ENST00000299259.10	1908
ENST00000542928.5	1452
ENST00000380877.8	4311
ENST00000220429.12	2428
ENST00000543881.5	1152
ENST00000615671.2	5042
ENST00000396444.7	1765
ENST00000425032.7	1389
ENST00000559329.5	1904
ENST00000307179.9	1602
ENST00000560730.5	1433
ENST00000561330.1	799
ENST00000396444.7	1781
ENST00000425032.7	1405
ENST00000307179.9	1618
ENST00000560730.5	1449
ENST00000561330.1	815
ENST00000396444.7	1805
ENST00000425032.7	1429
ENST00000307179.9	1642
ENST00000396444.7	1817
ENST00000425032.7	1441
ENST00000307179.9	1654
ENST00000396444.7	1832
ENST00000425032.7	1456
ENST00000307179.9	1669
ENST00000396444.7	1838
ENST00000425032.7	1462
ENST00000307179.9	1675
ENST00000691380.1	725
ENST00000681888.1	574
ENST00000261845.7	550
ENST00000680066.1	535
ENST00000680777.1	523
ENST00000680652.1	524
ENST00000558841.1	503
ENST00000558891.1	493
ENST00000691380.1	794
ENST00000681888.1	643
ENST00000261845.7	619
ENST00000680066.1	604
ENST00000680777.1	592
ENST00000680652.1	593
ENST00000558841.1	572
ENST00000558891.1	562
ENST00000691380.1	825
ENST00000681888.1	674
ENST00000261845.7	650
ENST00000680066.1	635
ENST00000680777.1	623
ENST00000680652.1	624
ENST00000558841.1	603
ENST00000691380.1	835
ENST00000681888.1	684
ENST00000261845.7	660
ENST00000680066.1	645
ENST00000680777.1	633
ENST00000680652.1	634
ENST00000558841.1	613
ENST00000691380.1	993
ENST00000681888.1	842
ENST00000261845.7	818
ENST00000680066.1	803
ENST00000680777.1	791
ENST00000680652.1	792
ENST00000691380.1	1029
ENST00000681888.1	878
ENST00000261845.7	854
ENST00000680066.1	839
ENST00000680777.1	827
ENST00000680652.1	828
ENST00000691380.1	1036
ENST00000681888.1	885
ENST00000261845.7	861
ENST00000680066.1	846
ENST00000680777.1	834
ENST00000680652.1	835
ENST00000691380.1	1080
ENST00000681888.1	929
ENST00000261845.7	905
ENST00000680066.1	890
ENST00000680777.1	878
ENST00000680652.1	879
ENST00000691380.1	1086
ENST00000681888.1	935
ENST00000261845.7	911
ENST00000680066.1	896
ENST00000680777.1	884
ENST00000680652.1	885
